9554   67 NORTHERN KERGUELEN                                                    
 515   40.1 -999.0 PB   1 831   4   422
 -51.9976   66.6445 3
 -51.9976   66.6445 2
 -51.9692   66.5710 2
 -51.9487   66.5010 2
 -51.9366   66.4540 2
 -51.9075   66.3725 2
 -51.8997   66.3117 2
 -51.8926   66.2417 2
 -51.8841   66.1533 2
 -51.8685   66.0810 2
 -51.8564   65.9846 2
 -51.8393   65.8492 2
 -51.8116   65.7540 2
 -51.7903   65.6874 2
 -51.7739   65.6231 2
 -51.7333   65.5164 2
 -51.6734   65.4120 2
 -51.6205   65.3087 2
 -51.5677   65.2192 2
 -51.5290   65.1767 2
 -51.4502   65.1136 2
 -51.3734   65.0207 2
 -51.3138   64.9449 2
 -51.2396   64.8784 2
 -51.2353   64.8738 2
 -51.1928   64.8520 2
 -51.1329   64.7877 2
 -51.0599   64.7544 2
 -51.0034   64.7005 2
 -50.9701   64.7234 2
 -50.9034   64.6270 2
 -50.8330   64.5639 2
 -50.7661   64.4836 2
 -50.7143   64.4262 2
 -50.6502   64.3574 2
 -50.6020   64.2793 2
 -50.5589   64.1864 2
 -50.5121   64.0544 2
 -50.4689   63.9729 2
 -50.4491   63.9052 2
 -50.4484   63.8926 2
 -50.3743   63.7308 2
 -50.3288   63.6034 2
 -50.2935   63.4760 2
 -50.2619   63.4232 2
 -50.2067   63.3693 2
 -50.1544   63.3016 2
 -50.1116   63.2786 2
 -50.1116   63.2798 2
 -50.0303   63.2063 2
 -49.9845   63.1558 2
 -49.9163   63.0663 2
 -49.8897   62.9883 2
 -49.8518   62.8678 2
 -49.8385   62.7806 2
 -49.8355   62.7680 2
 -49.8273   62.6991 2
 -49.8199   62.5499 2
 -49.8192   62.4260 2
 -49.8013   62.2883 2
 -49.7739   62.2125 2
 -49.7181   62.1127 2
 -49.6905   62.0484 2
 -49.6771   61.9486 2
 -49.6734   61.8442 2
 -49.6742   61.7810 2
 -49.6570   61.6686 2
 -49.6332   61.6032 2
 -49.6034   61.5664 2
 -49.5444   61.4907 2
 -49.4869   61.4081 2
 -49.4263   61.3450 2
 -49.3753   61.2600 2
 -49.3364   61.1235 2
 -49.2951   61.1327 2
 -49.2575   61.0672 2
 -49.2132   61.0317 2
 -49.1733   61.0064 2
 -49.1176   61.0053 2
 -49.0649   61.0317 2
 -49.0098   61.0741 2
 -48.9592   61.1235 2
 -48.9063   61.1946 2
 -48.8684   61.2394 2
 -48.8237   61.2727 2
 -48.7805   61.3140 2
 -48.7190   61.3427 2
 -48.6735   61.3438 2
 -48.6316   61.3140 2
 -48.6004   61.2704 2
 -48.5997   61.2692 2
 -48.5433   61.2073 2
 -48.5014   61.1384 2
 -48.4663   61.0845 2
 -48.4296   61.0248 2
 -48.3616   60.9720 2
 -48.2943   60.9984 2
 -48.2797   60.9961 2
 -48.2023   61.0363 2
 -48.1271   61.0936 2
 -48.0740   61.1418 2
 -48.0317   61.1912 2
 -47.9832   61.2371 2
 -47.9393   61.2761 2
 -47.8960   61.3312 2
 -47.8312   61.3782 2
 -47.7809   61.4322 2
 -47.7453   61.4769 2
 -47.7345   61.4976 2
 -47.7159   61.5446 2
 -47.6996   61.6594 2
 -47.6958   61.7260 2
 -47.6950   61.7937 2
 -47.7058   61.8820 2
 -47.6958   61.9669 2
 -47.6601   62.0278 2
 -47.5794   62.0978 2
 -47.4869   62.1586 2
 -47.4457   62.1781 2
 -47.4075   62.2011 2
 -47.3600   62.2527 2
 -47.3366   62.3055 2
 -47.3233   62.3675 2
 -47.2983   62.4329 2
 -47.2952   62.4639 2
 -47.2499   62.4925 2
 -47.1787   62.5132 2
 -47.1240   62.5304 2
 -47.0863   62.5488 2
 -47.0228   62.5832 2
 -46.9702   62.5843 2
 -46.9262   62.6406 2
 -46.9042   62.7060 2
 -46.8829   62.7714 2
 -46.8633   62.8529 2
 -46.8436   62.9630 2
 -46.8262   63.0778 2
 -46.8192   63.1662 2
 -46.8286   63.2499 2
 -46.8184   63.3154 2
 -46.7837   63.3750 2
 -46.7451   63.4278 2
 -46.7024   63.4806 2
 -46.6456   63.5414 2
 -46.6045   63.5690 2
 -46.5593   63.5873 2
 -46.5087   63.6390 2
 -46.4920   63.6527 2
 -46.4309   63.7009 2
 -46.3833   63.7870 2
 -46.3539   63.8673 2
 -46.3341   63.9500 2
 -46.3325   64.0418 2
 -46.3166   64.1646 2
 -46.3221   64.2644 2
