9426  130 3000 METERS AMIRANTE BK/SEYCHELLES/MASCARENE PLATEAU                  
 704   58.0 -999.0 BA3000 704   2  1130
  -2.7320   55.0954 3
  -2.7894   55.0177 2
  -2.8469   54.9697 2
  -2.9043   54.9377 2
  -2.9779   54.9172 2
  -3.0766   54.8692 2
  -3.1593   54.8075 2
  -3.2030   54.7755 2
  -3.2627   54.7183 2
  -3.3063   54.6955 2
  -3.3638   54.6589 2
  -3.4763   54.6155 2
  -3.5819   54.5675 2
  -3.5429   54.5127 2
  -3.5452   54.4304 2
  -3.5452   54.3618 2
  -3.6347   54.3116 2
  -3.7335   54.2681 2
  -3.8046   54.2224 2
  -3.8781   54.1699 2
  -3.9469   54.1105 2
  -4.0272   54.0556 2
  -4.0823   54.0122 2
  -4.1374   53.9733 2
  -4.2016   53.8979 2
  -4.2338   53.8248 2
  -4.2957   53.7631 2
  -4.3668   53.6717 2
  -4.4540   53.5803 2
  -4.5228   53.4843 2
  -4.5870   53.4066 2
  -4.6695   53.3335 2
  -4.7635   53.2466 2
  -4.8346   53.2032 2
  -4.9240   53.1872 2
  -5.0317   53.1598 2
  -5.1280   53.1301 2
  -5.1875   53.0981 2
  -5.2471   53.0935 2
  -5.2838   53.0661 2
  -5.3571   53.0387 2
  -5.3960   53.0387 2
  -5.4853   53.0318 2
  -5.5517   53.0112 2
  -5.6319   52.9930 2
  -5.7211   53.0021 2
  -5.8035   52.9884 2
  -5.8447   52.9495 2
  -5.8607   52.9061 2
  -5.9111   52.8307 2
  -5.9569   52.7736 2
  -5.9843   52.7210 2
  -6.0575   52.6730 2
  -6.1170   52.6639 2
  -6.1879   52.6296 2
  -6.2359   52.6136 2
  -6.3022   52.5702 2
  -6.3320   52.5702 2
  -6.3891   52.5725 2
  -6.4714   52.5725 2
  -6.5491   52.5816 2
  -6.6131   52.5862 2
  -6.6931   52.5885 2
  -6.7456   52.6022 2
  -6.8142   52.5999 2
  -6.8667   52.5953 2
  -6.9238   52.6022 2
  -6.9695   52.6022 2
  -7.0151   52.6090 2
  -7.0882   52.6113 2
  -7.1544   52.6136 2
  -7.2502   52.6387 2
  -7.3118   52.6547 2
  -7.3666   52.6730 2
  -7.4328   52.7004 2
  -7.4715   52.7141 2
  -7.5126   52.7279 2
  -7.5924   52.7736 2
  -7.6585   52.7941 2
  -7.7178   52.8033 2
  -7.7885   52.8307 2
  -7.8523   52.8490 2
  -7.9366   52.8353 2
  -8.0186   52.8398 2
  -8.1120   52.8604 2
  -8.1985   52.8673 2
  -8.2691   52.8924 2
  -8.3692   52.9267 2
  -8.4034   52.9358 2
  -8.4807   52.9541 2
  -8.5535   52.9861 2
  -8.5876   53.0112 2
  -8.5899   53.0112 2
  -8.6013   53.0615 2
  -8.6195   53.0684 2
  -8.6513   53.1072 2
  -8.6900   53.1506 2
  -8.7150   53.1918 2
  -8.7446   53.2261 2
  -8.7650   53.2649 2
  -8.7696   53.3266 2
  -8.7446   53.3792 2
  -8.7127   53.4614 2
  -8.7195   53.4980 2
  -8.7127   53.5323 2
  -8.6786   53.5871 2
  -8.6604   53.6191 2
  -8.6240   53.6328 2
  -8.6036   53.6214 2
  -8.5763   53.5803 2
  -8.5604   53.5346 2
  -8.5581   53.4477 2
  -8.5513   53.3609 2
  -8.5376   53.2626 2
  -8.5239   53.2169 2
  -8.4739   53.2101 2
  -8.3965   53.1826 2
  -8.3100   53.1712 2
  -8.2486   53.1415 2
  -8.1256   53.0981 2
