9554   66 ELAN BANK, KERGUELEN PLATEAU                                          
 514   85.0 -999.0 PB   1 853   7   423
 -57.8901   72.6672 3
 -57.8999   72.5949 2
 -57.9066   72.5387 2
 -57.9084   72.5077 2
 -57.9084   72.4710 2
 -57.9139   72.4148 2
 -57.9145   72.3712 2
 -57.9163   72.3448 2
 -57.9151   72.2978 2
 -57.9115   72.2427 2
 -57.9053   72.1555 2
 -57.9047   72.1084 2
 -57.9072   72.0878 2
 -57.9029   72.0384 2
 -57.9090   72.0132 2
 -57.9041   71.9650 2
 -57.9017   71.9306 2
 -57.9029   71.8812 2
 -57.9041   71.8239 2
 -57.9041   71.8055 2
 -57.9023   71.7344 2
 -57.8980   71.6529 2
 -57.8919   71.5668 2
 -57.8827   71.4785 2
 -57.8717   71.3993 2
 -57.8644   71.3626 2
 -57.8717   71.3018 2
 -57.8613   71.2146 2
 -57.8552   71.1515 2
 -57.8497   71.0964 2
 -57.8503   71.0298 2
 -57.8522   70.9713 2
 -57.8571   70.9002 2
 -57.8534   70.8520 2
 -57.8381   70.8233 2
 -57.8467   70.7544 2
 -57.8540   70.6374 2
 -57.8534   70.5995 2
 -57.8534   70.5697 2
 -57.8546   70.4859 2
 -57.8564   70.4263 2
 -57.8552   70.3792 2
 -57.8583   70.3402 2
 -57.8662   70.2874 2
 -57.8675   70.2174 2
 -57.8705   70.2071 2
 -57.8882   70.1153 2
 -57.8919   70.0579 2
 -57.8980   69.9960 2
 -57.9023   69.9042 2
 -57.9102   69.8617 2
 -57.9255   69.8078 2
 -57.9420   69.7619 2
 -57.9664   69.7091 2
 -57.9798   69.6586 2
 -58.0017   69.6116 2
 -58.0170   69.5588 2
 -58.0224   69.5290 2
 -58.0218   69.4796 2
 -58.0139   69.4268 2
 -57.9938   69.3591 2
 -57.9834   69.3477 2
 -57.9499   69.3213 2
 -57.9163   69.3121 2
 -57.8858   69.3052 2
 -57.8497   69.3052 2
 -57.8167   69.2754 2
 -57.7897   69.2478 2
 -57.7824   69.2364 2
 -57.7560   69.1710 2
 -57.7265   69.0952 2
 -57.7001   69.0126 2
 -57.6688   68.9208 2
 -57.6485   68.8646 2
 -57.6245   68.7969 2
 -57.6159   68.7751 2
 -57.6079   68.7579 2
 -57.5919   68.7212 2
 -57.5709   68.6753 2
 -57.5475   68.6294 2
 -57.5185   68.5777 2
 -57.4962   68.5318 2
 -57.4764   68.4825 2
 -57.4529   68.4263 2
 -57.4375   68.3769 2
 -57.4164   68.3115 2
 -57.3972   68.2828 2
 -57.3743   68.2346 2
 -57.3625   68.1888 2
 -57.3483   68.1394 2
 -57.3371   68.0981 2
 -57.3228   68.0120 2
 -57.3073   67.9294 2
 -57.2942   67.7837 2
 -57.2887   67.6988 2
 -57.2949   67.6185 2
 -57.3029   67.5221 2
 -57.3110   67.4337 2
 -57.3160   67.3282 2
 -57.3228   67.1997 2
 -57.3284   67.0964 2
 -57.3303   67.0367 2
 -57.3327   66.9828 2
 -57.3408   66.9025 2
 -57.3421   66.8898 2
 -57.3501   66.8497 2
 -57.3576   66.7762 2
 -57.3588   66.7567 2
 -57.3669   66.6810 2
 -57.3662   66.6190 2
 -57.3718   66.5273 2
 -57.3780   66.4423 2
 -57.3793   66.4378 2
 -57.3892   66.3574 2
 -57.3917   66.2909 2
 -57.3941   66.1474 2
 -57.4152   65.9306 2
 -57.4263   65.8101 2
 -57.4331   65.7481 2
 -57.4350   65.6827 2
 -57.4369   65.6242 2
 -57.4449   65.4636 2
 -57.4449   65.4108 2
 -57.4443   65.2983 2
 -57.4418   65.2513 2
 -57.4412   65.1859 2
 -57.4418   65.1228 2
 -57.4443   65.0184 2
 -57.4381   64.9484 2
 -57.4356   64.9082 2
 -57.4307   64.8164 2
 -57.4307   64.7866 2
 -57.4294   64.7694 2
 -57.4226   64.7154 2
 -57.4084   64.6041 2
 -57.3966   64.5468 2
